code,group,sub_group,parent,type,name,url,provider,available,quantity,performance,hours_day,uom_id,price,
311601,31,3116,,2,Sistema de encofrado para losa de escalera.,,,,1.000,9.41,8,m3,,
MAT0007,,,311601,3,Puntas de acero de 20x100 mm.,,,,0.040,,,kg,8.75,
MAT0026,,,311601,3,Puntal metálico telescópico. de hasta 3 m de altura.,,,,0.016,,,U,19.90,
MAT0008,,,311601,3,Agente desmoldeante. a base de aceites especiales. emulsionable en agua. para encofrados metálicos. fenólicos o de madera.,,,,0.030,,,l,1.80,
MAT0045,,,311601,3,Tablón de madera de pino. de 20x7.2 cm.,,,,0.750,,,m,6.32,
MAT0046,,,311601,3,Sistema de encofrado para formación de peldañeado en losas inclinadas de escalera de hormigón armado. con puntales y tableros de madera.,,,,0.200,,,m2,17.40,
MAT0033,,,311601,3,Madera de pino.,,,,0.003,,,m3,355.50,
O01OA090,,,311601,4,Oficial 1ª encofrador.,,,1.00,0.850,,,h,22.27,
O01OA091,,,311601,4,Ayudante encofrador.,,,1.00,0.850,,,h,21.15,
,,,311601,7,"Montaje y desmontaje de sistema de encofrado para formación de losa de escalera de hormigón armado. con acabado tipo industrial para revestir en su cara inferior y laterales. con peldañeado de hormigón. en planta de hasta 3 m de altura libre. formado por: superficie encofrante de tablones de madera de pino. amortizables en 10 usos, estructura soporte horizontal de tablones de madera de pino. amortizables en 10 usos y estructura soporte vertical de puntales metálicos. amortizables en 150 usos. Incluso líquido desencofrante. para evitar la adherencia del hormigón al encofrado.",,,,,,,,,
072101,07,0721,,2,Puerta interior abatible. de madera. 203x82.5x3.5 cm,,,,1.000,8.89,8,m2,,
MAT0047,,,072101,3,Precerco de madera de pino. 90x35 mm. para puerta de una hoja. con elementos de fijación.,,,,1.000,,,U,17.39,
MAT0048,,,072101,3,Galce de MDF. con rechapado de madera. pino país. 90x20 mm. barnizado en taller.,,,,5.100,,,m,3.71,
MAT0049,,,072101,3,Puerta interior ciega. de tablero aglomerado. chapado con pino país. barnizada en taller. con plafones de forma recta. de 203x82.5x3.5 cm. Según UNE 56803.,,,,1.000,,,U,245.36,
MAT0050,,,072101,3,Tapajuntas de MDF. con rechapado de madera. pino país. 70x10 mm. barnizado en taller.,,,,10.400,,,m,1.61,
MAT0051,,,072101,3,Pernio de 100x58 mm. con remate. de latón. acabado brillante. para puerta de paso interior.,,,,3.000,,,U,0.81,
MAT0052,,,072101,3,Tornillo de latón 21/35 mm.,,,,18.000,,,U,0.07,
MAT0053,,,072101,3,Cerradura de embutir. frente. accesorios y tornillos de atado. para puerta de paso interior. según UNE-EN 12209.,,,,1.000,,,U,12.42,
MAT0054,,,072101,3,Juego de manivela y escudo largo de latón. color negro. acabado brillante. serie básica. para puerta interior.,,,,1.000,,,U,8.94,
O01OA118,,,072101,4,Oficial 1ª carpintero.,,,1,0.900,,,h,21.72,
O01OA119,,,072101,4,Ayudante carpintero.,,,1,0.900,,,h,20.46,
,,,072101,7,"Puerta interior abatible. ciega. de una hoja de 203x82.5x3.5 cm. de tablero aglomerado. chapado con pino país. barnizada en taller. con plafones de forma recta, precerco de pino país de 90x35 mm, galces de MDF. con rechapado de madera. de pino país de 90x20 mm, tapajuntas de MDF. con rechapado de madera. de pino país de 70x10 mm en ambas caras. Incluso. bisagras. herrajes de colgar. de cierre y manivela sobre escudo largo de latón. color negro. acabado brillante. serie básica.",,,,,,,,,
091101,09,0911,,2,Carpintería exterior de aluminio.  800x500 mm,,,,1.000,5.48,8,m2,,
MAT0055,,,091101,3,"Ventana de aluminio. gama básica. dos hojas practicables. con apertura hacia el interior. dimensiones 800x500 mm. acabado lacado color blanco. con el sello QUALICOAT. que garantiza el espesor y la calidad del proceso de lacado. compuesta de hoja de 48 mm y marco de 40 mm. junquillos. galce. juntas de estanqueidad de EPDM. manilla y herrajes. según UNE-EN 14351-1, transmitancia térmica del marco: Uh.m = desde 5.7 W/(m²K), espesor máximo del acristalamiento: 26 mm. con clasificación a la permeabilidad al aire clase 4. según UNE-EN 12207. clasificación a la estanqueidad al agua clase 9A. según UNE-EN 12208. y clasificación a la resistencia a la carga del viento clase C5. según UNE-EN 12210.",,,,1.000,,,u,411.49,
MAT0056,,,091101,3,Cartucho de 290 ml de sellador adhesivo mono componente. neutro. superelástico. a base de polímero MS. color blanco. con resistencia a la intemperie y a los rayos UV y elongación hasta rotura 750%.,,,,0.442,,,u,5.42,
MAT0057,,,091101,3,Cartucho de 300 ml de silicona neutra oxímica. de elasticidad permanente y curado rápido. color blanco. rango de temperatura de trabajo de -60 a 150°C. con resistencia a los rayos UV. dureza Shore A aproximada de 22. según UNE-EN ISO 868 y elongación a rotura >= 800%. según UNE-EN ISO 8339.,,,,0.208,,,u,4.85,
O01OA120,,,091101,4,Oficial 1ª cerrajero.,,,1,1.461,,,h,20.37,
O01OA121,,,091101,4,Ayudante cerrajero.,,,0.61,0.894,,,h,19.28,
,,,091101,7,"Ventana de aluminio. gama básica. dos hojas practicables. con apertura hacia el interior. dimensiones 800x500 mm. acabado lacado color blanco. con el sello QUALICOAT. que garantiza el espesor y la calidad del proceso de lacado. compuesta de hoja de 48 mm y marco de 40 mm. junquillos. galce. juntas de estanqueidad de EPDM. manilla y herrajes. según UNE-EN 14351-1, transmitancia térmica del marco: Uh.m = desde 5.7 W/(m²K), espesor máximo del acristalamiento: 26 mm. con clasificación a la permeabilidad al aire clase 4. según UNE-EN 12207. clasificación a la estanqueidad al agua clase 9A. según UNE-EN 12208. y clasificación a la resistencia a la carga del viento clase C5. según UNE-EN 12210. sin premarco y con persiana. Incluso patillas de anclaje para la fijación de la carpintería. sellador adhesivo y silicona neutra para sellado perimetral de las juntas exterior e interior. entre la carpintería y la obra. El precio no incluye la persiana. El precio no incluye el cajón de persiana. El precio no incluye el recibido en obra de la carpintería.",,,,,,,,,
091102,09,0911,,2,Carpintería exterior de aluminio. 1050x1200 mm,,,,1.000,4.55,8,m2,,
MAT0058,,,091102,3,"	
Ventana de aluminio. gama básica. tres hojas correderas. dimensiones 1050x1200 mm. acabado lacado color blanco con el sello QUALICOAT. que garantiza el espesor y la calidad del proceso de lacado. compuesta de hoja de 22 mm y marco de 60 mm. junquillos. galce. juntas de estanqueidad de EPDM. manilla y herrajes. según UNE-EN 14351-1, transmitancia térmica del marco: Uh.m = desde 5.7 W/(m²K), espesor máximo del acristalamiento: 15 mm, con clasificación a la permeabilidad al aire clase 3. según UNE-EN 12207. clasificación a la estanqueidad al agua clase 7A. según UNE-EN 12208. y clasificación a la resistencia a la carga del viento clase C5. según UNE-EN 12210.",,,,0.765,,,u,411.49,
MAT0059,,,091102,3,Premarco de aluminio. de 36x19x1.5 mm. ensamblado mediante escuadras y con patillas de anclaje para la fijación al paramento y tornillos para la fijación de la carpintería.,,,,4.500,,,m2,2.27,
MAT0056,,,091102,3,Cartucho de 290 ml de sellador adhesivo mono componente. neutro. superelástico. a base de polímero MS. color blanco. con resistencia a la intemperie y a los rayos UV y elongación hasta rotura 750%.,,,,0.360,,,u,5.42,
MAT0057,,,091102,3,Cartucho de 300 ml de silicona neutra oxímica. de elasticidad permanente y curado rápido. color blanco. rango de temperatura de trabajo de -60 a 150°C. con resistencia a los rayos UV. dureza Shore A aproximada de 22. según UNE-EN ISO 868 y elongación a rotura >= 800%. según UNE-EN ISO 8339.,,,,0.208,,,u,4.85,
O01OA120,,,091102,4,Oficial 1ª cerrajero.,,,1,1.758,,,h,20.37,
O01OA121,,,091102,4,Ayudante cerrajero.,,,0.66,1.161,,,h,19.28,
,,,091102,7,"Ventana de aluminio. gama básica. tres hojas correderas. dimensiones 1050x1200 mm. acabado lacado color blanco con el sello QUALICOAT. que garantiza el espesor y la calidad del proceso de lacado. compuesta de hoja de 22 mm y marco de 60 mm. junquillos. galce. juntas de estanqueidad de EPDM. manilla y herrajes. según UNE-EN 14351-1, transmitancia térmica del marco: Uh.m = desde 5.7 W/(m²K), espesor máximo del acristalamiento: 15 mm. con clasificación a la permeabilidad al aire clase 3. según UNE-EN 12207. clasificación a la estanqueidad al agua clase 7A. según UNE-EN 12208. y clasificación a la resistencia a la carga del viento clase C5. según UNE-EN 12210. con premarco y con persiana. Incluso sellador adhesivo y silicona neutra para sellado perimetral de las juntas exterior e interior. entre la carpintería y la obra. El precio no incluye la persiana. El precio no incluye el cajón de persiana. El precio no incluye el recibido en obra del premarco.",,,,,,,,,
175101,17,1751,,2,Bañera acrílica.,,,,1.000,6.67,8,u,,
MAT0060,,,175101,3,Bañera acrílica. gama básica. color blanco. de 140x70 cm. sin asas. según UNE-EN 198.,,,,1.000,,,u,143.56,
MAT0061,,,175101,3,Desagüe automático de latón-cobre para bañera. acabado cromado.,,,,1.000,,,u,78.80,
MAT0062,,,175101,3,Cartucho de 300 ml de silicona ácida mono componente. fungicida. para sellado de juntas en ambientes húmedos.,,,,0.036,,,u,6.00,
O01OA122,,,175101,4,Oficial 1ª fontanero.,,,,1.200,,,h,22.00,
,,,175101,7,Bañera acrílica. gama básica. color blanco. de 140x70 cm. sin asas. Incluso silicona para sellado de juntas. El precio no incluye la grifería.,,,,,,,,,
175102,17,1751,,2,Inodoro con tanque bajo. de porcelana sanitaria.,,,,1.000,5.33,8,u,,
MAT0063,,,175102,3,Inodoro de porcelana sanitaria. con tanque bajo. gama básica. color blanco. con asiento y tapa lacados. mecanismo de descarga de 3/6 litros. con juego de fijación y codo de evacuación. según UNE-EN 997.,,,,1.000,,,u,161.89,
MAT0064,,,175102,3,"Llave de regulación de 1/2"". para inodoro. acabado cromado.",,,,1.000,,,u,14.50,
MAT0065,,,175102,3,"Latiguillo flexible de 20 cm y 1/2"" de diámetro.",,,,1.000,,,u,8.00,
MAT0062,,,175102,3,Cartucho de 300 ml de silicona ácida mono componente. fungicida. para sellado de juntas en ambientes húmedos.,,,,0.012,,,u,6.00,
O01OA122,,,175102,4,Oficial 1ª fontanero.,,,,1.500,,,h,22.00,
,,,175102,7,Inodoro de porcelana sanitaria. con tanque bajo. gama básica. color blanco. con asiento y tapa lacados. mecanismo de descarga de 3/6 litros. con juego de fijación y codo de evacuación. Incluso llave de regulación. enlace de alimentación flexible y silicona para sellado de juntas.,,,,,,,,,
175103,17,1751,,2,Lavabo sobre encimera. de porcelana sanitaria.,,,,1.000,6.40,8,u,,
MAT0066,,,175103,3,"Lavabo de porcelana sanitaria. sobre encimera. modelo Urbi 1 ""ROCA"". color Blanco. de 450 mm de diámetro. según UNE 67001.",,,,1.000,,,u,172.00,
MAT0067,,,175103,3,"Grifería monomando de caño alto de repisa para lavabo. con cartucho cerámico y limitador de caudal a 6 l/min. acabado cromado. modelo Tesis ""ROCA"". con válvula automática de desagüe de 1¼"" accionada mediante varilla vertical-horizontal y enlaces de alimentación flexibles. según UNE-EN 200.",,,,1.000,,,u,324.00,
MAT0068,,,175103,3,"Acoplamiento a pared acodado con plafón. ABS. serie B. acabado cromado. para evacuación de aguas residuales (a baja y alta temperatura) en el interior de los edificios. enlace mixto de 1 1/4""x40 mm de diámetro. según UNE-EN 1329-1. con válvula de desagüe.",,,,1.000,,,u,56.10,
MAT0069,,,175103,3,"Llave de regulación de 1/2"". para lavabo o bidé. acabado cromado.",,,,2.000,,,u,12.70,
MAT0062,,,175103,3,Cartucho de 300 ml de silicona ácida mono componente. fungicida. para sellado de juntas en ambientes húmedos.,,,,0.012,,,u,6.00,
O01OA122,,,175103,4,Oficial 1ª fontanero.,,,,1.250,,,h,22.00,
,,,175103,7,"Lavabo de porcelana sanitaria. sobre encimera. modelo Urbi 1 ""ROCA"". color Blanco. de 450 mm de diámetro. equipado con grifería monomando de caño alto de repisa para lavabo. con cartucho cerámico y limitador de caudal a 6 l/min. acabado cromado. modelo Tesis. y desagüe. acabado cromado. Incluso juego de fijación y silicona para sellado de juntas. El precio no incluye la encimera.",,,,,,,,,
131101,13,1311,,2,Enfoscado de cemento sobre paramento interior. Hasta 3m,,,,1.000,16.91,8,m2,,
MAT0009,,,131101,3,Agua.,,,,0.005,,,m3,1.54,
MAT0070,,,131101,3,Mortero industrial para revoco y enlucido de uso corriente. de cemento. tipo GP CSII W0. suministrado en sacos. según UNE-EN 998-1.,,,,0.028,,,t,43.58,
O01OA080,,,131101,4,Oficial 1ª ,,,1.00,0.473,,,h,22.27,
O01OA070,,,131101,4,Peón ordinario,,,0.71,0.335,,,h,21.15,
,,,131101,7,Enfoscado de cemento. a buena vista. aplicado sobre un paramento vertical interior. hasta 3 m de altura. acabado superficial rugoso. con mortero de cemento. tipo GP CSII W0.,,,,,,,,,
131102,13,1311,,2,Enfoscado de cemento sobre paramento interior. Mas de  3m,,,,1.000,16.91,8,m2,,
MAT0009,,,131102,3,Agua.,,,,0.005,,,m3,1.54,
MAT0070,,,131102,3,Mortero industrial para revoco y enlucido de uso corriente. de cemento. tipo GP CSII W0. suministrado en sacos. según UNE-EN 998-1.,,,,0.028,,,t,43.58,
O01OA080,,,131102,4,Oficial 1ª ,,,1.00,0.473,,,h,22.27,
O01OA070,,,131102,4,Peón ordinario,,,0.99,0.467,,,h,21.15,
,,,131102,7,Enfoscado de cemento. a buena vista. aplicado sobre un paramento vertical interior. más de 3 m de altura. acabado superficial rugoso. con mortero de cemento. tipo GP CSII W0.,,,,,,,,,
131103,13,1311,,2,Enfoscado de cemento sobre paramento exterior.,,,,1.000,15.38,8,m2,,
MAT0009,,,131103,3,Agua.,,,,0.005,,,m3,1.54,
MAT0070,,,131103,3,Mortero industrial para revoco y enlucido de uso corriente. de cemento. tipo GP CSII W0. suministrado en sacos. según UNE-EN 998-1.,,,,0.028,,,t,43.58,
O01OA080,,,131103,4,Oficial 1ª ,,,1.00,0.520,,,h,22.27,
O01OA070,,,131103,4,Peón ordinario,,,0.69,0.359,,,h,21.15,
,,,131103,7,Enfoscado de cemento. a buena vista. aplicado sobre un paramento vertical exterior. acabado superficial rugoso. con mortero de cemento. tipo GP CSIII W1.,,,,,,,,,
131104,13,1311,,2,Enfoscado de cemento para base de alicatado.,,,,1.000,13.58,8,m2,,
MAT0009,,,131104,3,Agua.,,,,0.005,,,m3,1.54,
MAT0070,,,131104,3,Mortero industrial para revoco y enlucido de uso corriente. de cemento. tipo GP CSII W0. suministrado en sacos. según UNE-EN 998-1.,,,,0.028,,,t,43.58,
O01OA080,,,131104,4,Oficial 1ª ,,,1.00,0.589,,,h,22.27,
O01OA070,,,131104,4,Peón ordinario,,,0.89,0.525,,,h,21.15,
,,,131104,7,"Enfoscado de cemento. maestreado. aplicado sobre un paramento vertical interior. acabado superficial rayado. para servir de base a un posterior alicatado. con mortero de cemento. tipo GP CSII W0.
",,,,,,,,,
131601,13,1316,,2,Enlucido de yeso.,,,,1.000,115.94,8,m2,,
MAT0071,,,131601,3,Pasta de yeso para aplicación en capa fina C6. según UNE-EN 13279-1.,,,,0.003,,,m3,179.88,
O01OA123,,,131601,4,Oficial 1ª yesero.,,,1.00,0.069,,,h,20.11,
O01OA124,,,131601,4,Ayudante yesero.,,,0.51,0.035,,,h,19.22,
,,,131601,7,Enlucido de yeso de aplicación en capa fina C6. en una superficie previamente guarnecida. sobre paramento vertical. de hasta 3 m de altura.,,,,,,,,,
131201,13,1312,,2,Revoco liso sobre paramento interior.,,,,1.000,20.30,8,m2,,
MAT0072,,,131201,3,Mortero de cal aérea o apagada (1:4). confeccionado en obra.,,,,0.010,,,m3,142.74,
MAT0073,,,131201,3,Mortero de cal aérea o apagada (1:3). confeccionado en obra.,,,,0.007,,,m3,146.21,
MAT0074,,,131201,3,Pigmento para morteros y revocos.,,,,0.010,,,kg,9.30,
O01OA125,,,131201,4,Oficial 1ª revocador.,,,1,0.394,,,h,20.11,
O01OA126,,,131201,4,Ayudante revocador.,,,1,0.394,,,h,19.22,
O01OA127,,,131201,4,Peón especializado revocador.,,,1,0.394,,,h,19.64,
,,,131201,7,Revoco liso con acabado lavado realizado con mortero de cal sobre un paramento interior.,,,,,,,,,
132201,13,1322,,2,Revestimiento interior con piezas de azulejo. Colocación en capa fina.,,,,1.000,15.47,8,m2,,
MAT0075,,,132201,3,Adhesivo en dispersión normal. D1. según UNE-EN 12004. color blanco. a base de resinas. cargas y aditivos específicos. para la colocación en capa fina de todo tipo de piezas cerámicas en paramentos verticales interiores.,,,,2.500,,,kg,1.66,
MAT0076,,,132201,3,Piezas de azulejo. de 200x200 mm. color blanco. acabado mate. gama media. capacidad de absorción de agua E>10%. grupo BIII. según UNE-EN 14411.,,,,1.050,,,m2,13.34,
MAT0077,,,132201,3,Mortero de juntas cementoso mejorado. con absorción de agua reducida y resistencia elevada a la abrasión. tipo CG2 W A. según UNE-EN 13888. color blanco. para juntas de 2 a 15 mm. a base de cemento de alta resistencia. áridos seleccionados. aditivos especiales y pigmentos. con efecto antimoho. antiverdín y preventivo de las eflorescencias. hidrorrepelente. especial para rejuntado de todo tipo de piezas cerámicas y piedras naturales en zonas de proliferación de microorganismos.,,,,0.250,,,kg,1.58,
MAT0078,,,132201,3,Kit de crucetas de PVC para garantizar un espesor de las juntas entre piezas de entre 1 y 20 mm. en revestimientos y pavimentos cerámicos.,,,,0.350,,,U,2.48,
O01OA128,,,132201,4,Oficial 1ª alicatador.,,,1,0.517,,,h,20.11,
O01OA129,,,132201,4,Ayudante alicatador.,,,0.50,0.258,,,h,19.22,
,,,132201,7,Revestimiento interior con piezas de azulejo. de 200x200 mm. color blanco. acabado mate. gama media. capacidad de absorción de agua E>10%. grupo BIII. según UNE-EN 14411. SOPORTE: paramento de mortero de cemento. vertical. de hasta 3 m de altura. COLOCACIÓN: en capa fina y mediante encolado simple con adhesivo en dispersión normal. D1. según UNE-EN 12004. REJUNTADO: con mortero de juntas cementoso mejorado. con absorción de agua reducida y resistencia elevada a la abrasión tipo CG 2 W A. color blanco. en juntas de 3 mm de espesor. Incluso crucetas de PVC. El precio no incluye las piezas especiales ni la resolución de puntos singulares.,,,,,,,,,
132202,13,1322,,2,Revestimiento interior con piezas de azulejo. Colocación en capa gruesa.,,,,1.000,14.71,8,m2,,
MAT0079,,,132202,3,Mortero de cemento CEM II/B-P 32.5 N tipo M-5. confeccionado en obra con 250 kg/m³ de cemento y una proporción en volumen 1/6.,,,,0.030,,,m3,133.69,
MAT0076,,,132202,3,Piezas de azulejo. de 200x200 mm. color blanco. acabado mate. gama media. capacidad de absorción de agua E>10%. grupo BIII. según UNE-EN 14411.,,,,1.050,,,m2,13.34,
MAT0077,,,132202,3,Mortero de juntas cementoso mejorado. con absorción de agua reducida y resistencia elevada a la abrasión. tipo CG2 W A. según UNE-EN 13888. color blanco. para juntas de 2 a 15 mm. a base de cemento de alta resistencia. áridos seleccionados. aditivos especiales y pigmentos. con efecto antimoho. antiverdín y preventivo de las eflorescencias. hidrorrepelente. especial para rejuntado de todo tipo de piezas cerámicas y piedras naturales en zonas de proliferación de microorganismos.,,,,0.250,,,kg,1.58,
MAT0078,,,132202,3,Kit de crucetas de PVC para garantizar un espesor de las juntas entre piezas de entre 1 y 20 mm. en revestimientos y pavimentos cerámicos.,,,,0.350,,,U,2.48,
O01OA128,,,132202,4,Oficial 1ª alicatador.,,,1,0.544,,,h,20.11,
O01OA129,,,132202,4,Ayudante alicatador.,,,0.50,0.272,,,h,19.22,
,,,132202,7,Revestimiento interior con piezas de azulejo. de 200x200 mm. color blanco. acabado mate. gama media. capacidad de absorción de agua E>10%. grupo BIII. según UNE-EN 14411. SOPORTE: paramento de fábrica. vertical. de hasta 3 m de altura. COLOCACIÓN: en capa gruesa con mortero de cemento M-5. REJUNTADO: con mortero de juntas cementoso mejorado. con absorción de agua reducida y resistencia elevada a la abrasión tipo CG 2 W A. color blanco. en juntas de 3 mm de espesor. Incluso crucetas de PVC. El precio no incluye las piezas especiales ni la resolución de puntos singulares.,,,,,,,,,
130101,13,1301,,2,Demolición de alicatado.,,,,1.000,18.96,8,m2,,
O01OA070,,,130101,4,Peón ordinario,,,1.00,0.422,,,h,21.15,
,,,130101,7,Demolición de alicatado de azulejo. con medios manuales. y carga manual sobre camión o contenedor. El precio incluye el picado del material de agarre adherido al soporte.,,,,,,,,,
140101,14,1401,,2,Demolición de pavimento cerámico.,,,,1.000,28.99,8,m2,,
O01OA071,,,140101,4,Peón especializado,,,0.82,0.226,,,h,22.43,
O01OA070,,,140101,4,Peón ordinario,,,1.00,0.276,,,h,21.15,
,,,140101,7,Demolición de pavimento existente en el interior del edificio. de baldosas cerámicas. con medios manuales. sin deteriorar los elementos constructivos contiguos. y carga manual sobre camión o contenedor. El precio incluye el picado del material de agarre adherido al soporte. pero no incluye la demolición de la base soporte.,,,,,,,,,
141101,14,1411,,2,Atezado.,,,,1.000,31.50,8,m2,,
MAT0080,,,141101,3,Panel rígido de poliestireno expandido. según UNE-EN 13163. mecanizado lateral recto. de 10 mm de espesor. resistencia térmica 0.25 m²K/W. conductividad térmica 0.036 W/(mK). para junta de dilatación.,,,,0.050,,,m3,0.96,
MAT0081,,,141101,3,Hormigón aligerado de cemento y picón fino. con 115 kg de cemento CEM IV/A-P 32.5 N. confeccionado en obra.,,,,0.050,,,m3,52.61,
MAT0079,,,141101,3,Mortero de cemento CEM II/B-P 32.5 N tipo M-5. confeccionado en obra con 250 kg/m³ de cemento y una proporción en volumen 1/6.,,,,0.020,,,m3,133.69,
MAQ0118,,,141101,5,Hormigonera eléctrica con una capacidad de amasado de 160 l.,,,,0.032,,,h,3.50,
O01OA080,,,141101,4,Oficial 1ª ,,,1.00,0.254,,,h,22.27,
O01OA070,,,141101,4,Peón ordinario,,,1.00,0.254,,,h,21.15,
,,,141101,7,Atezado. de 5 cm de espesor. de hormigón aligerado de cemento y picón fino. con 115 kg de cemento CEM IV/A-P 32.5 N. confeccionado en obra. con refilo de mortero de cemento M-5 de 2 cm de espesor. acabado fratasado. Incluso banda de panel rígido de poliestireno expandido para la preparación de las juntas perimetrales de dilatación.,,,,,,,,,
144201,14,1442,,2,Solado de baldosas cerámicas colocadas en capa fina.,,,,1.000,18.02,8,m2,,
MAT0082,,,144201,3,Adhesivo cementoso de uso exclusivo para interiores. Ci. color gris.,,,,3.000,,,kg,0.23,
MAT0083,,,144201,3,Baldosa cerámica de gres esmaltado. 30x30 cm. 8.00€/m². capacidad de absorción de agua E<3%. grupo BIb. según UNE-EN 14411. resistencia al deslizamiento Rd<=15 según UNE 41901 EX. resbaladicidad clase 0 según CTE.,,,,1.050,,,m2,14.55,
MAT0084,,,144201,3,Mortero de juntas cementoso. tipo L. color blanco. para juntas de hasta 3 mm. a base de cemento blanco de alta resistencia y aditivos especiales. para rejuntado de piezas cerámicas con grado de absorción medio-alto.,,,,0.150,,,kg,1.68,
O01OA130,,,144201,4,Oficial 1ª solador.,,,1,0.444,,,h,20.11,
O01OA131,,,144201,4,Ayudante solador.,,,0.50,0.222,,,h,19.22,
,,,144201,7,Solado de baldosas cerámicas de gres esmaltado. de 30x30 cm. capacidad de absorción de agua E<3%. grupo BIb. resistencia al deslizamiento Rd<=15. clase 0. recibidas con adhesivo cementoso de uso exclusivo para interiores. Ci sin ninguna característica adicional. color gris y rejuntadas con mortero de juntas cementoso tipo L. color blanco. para juntas de hasta 3 mm.,,,,,,,,,
232101,23,2321,,2,Pintura plástica sobre paramento interior de mortero de cemento. Horizontal hasta 3 m,,,,1.000,70.80,8,m2,,
MAT0085,,,232101,3,Imprimación. a base de copolímeros acrílicos en suspensión acuosa. para favorecer la cohesión de soportes poco consistentes y la adherencia de pinturas.,,,,0.125,,,l,4.13,
MAT0086,,,232101,3,Pintura plástica ecológica para interior. a base de copolímeros acrílicos en dispersión acuosa. dióxido de titanio y pigmentos extendedores seleccionados. color blanco. acabado mate. textura lisa. de gran resistencia al frote húmedo. permeable al vapor de agua. transpirable y resistente a los rayos UV. para aplicar con brocha. rodillo o pistola.,,,,0.200,,,l,4.75,
O01OA132,,,232101,4,Oficial 1ª pintor.,,,1.00,0.113,,,h,20.11,
O01OA133,,,232101,4,Ayudante pintor.,,,1.00,0.113,,,h,19.22,
,,,232101,7,"Aplicación manual de dos manos de pintura plástica. color blanco. acabado mate. textura lisa. la primera mano diluida con un 20% de agua y la siguiente sin diluir. (rendimiento: 0.1 l/m² cada mano), previa aplicación de una mano de imprimación a base de copolímeros acrílicos en suspensión acuosa. sobre paramento interior de mortero de cemento. vertical. de hasta 3 m de altura. El precio incluye la protección de los elementos del entorno que puedan verse afectados durante los trabajos y la resolución de puntos singulares.",,,,,,,,,
232102,23,2321,,2,Pintura plástica sobre paramento interior de yeso o escayola. Horizontal hasta 3m,,,,1.000,67.23,8,m2,,
MAT0085,,,232102,3,Imprimación. a base de copolímeros acrílicos en suspensión acuosa. para favorecer la cohesión de soportes poco consistentes y la adherencia de pinturas.,,,,0.125,,,l,4.13,
MAT0086,,,232102,3,Pintura plástica ecológica para interior. a base de copolímeros acrílicos en dispersión acuosa. dióxido de titanio y pigmentos extendedores seleccionados. color blanco. acabado mate. textura lisa. de gran resistencia al frote húmedo. permeable al vapor de agua. transpirable y resistente a los rayos UV. para aplicar con brocha. rodillo o pistola.,,,,0.200,,,l,4.75,
O01OA132,,,232102,4,Oficial 1ª pintor.,,,1.00,0.119,,,h,20.11,
O01OA133,,,232102,4,Ayudante pintor.,,,1.00,0.119,,,h,19.22,
,,,232102,7,"Aplicación manual de dos manos de pintura plástica. color blanco. acabado mate. textura lisa. la primera mano diluida con un 20% de agua y la siguiente sin diluir. (rendimiento: 0.1 l/m² cada mano), previa aplicación de una mano de imprimación a base de copolímeros acrílicos en suspensión acuosa. sobre paramento interior de yeso o escayola. vertical. de hasta 3 m de altura. El precio incluye la protección de los elementos del entorno que puedan verse afectados durante los trabajos y la resolución de puntos singulares.",,,,,,,,,
232103,23,2321,,2,Pintura plástica sobre paramento interior de yeso o escayola.  Vertical hasta 3m,,,,1.000,54.05,8,m2,,
MAT0085,,,232103,3,Imprimación. a base de copolímeros acrílicos en suspensión acuosa. para favorecer la cohesión de soportes poco consistentes y la adherencia de pinturas.,,,,0.125,,,l,4.13,
MAT0086,,,232103,3,Pintura plástica ecológica para interior. a base de copolímeros acrílicos en dispersión acuosa. dióxido de titanio y pigmentos extendedores seleccionados. color blanco. acabado mate. textura lisa. de gran resistencia al frote húmedo. permeable al vapor de agua. transpirable y resistente a los rayos UV. para aplicar con brocha. rodillo o pistola.,,,,0.200,,,l,4.75,
O01OA132,,,232103,4,Oficial 1ª pintor.,,,1.00,0.148,,,h,20.11,
O01OA133,,,232103,4,Ayudante pintor.,,,1.00,0.148,,,h,19.22,
,,,232103,7,"Aplicación manual de dos manos de pintura plástica. color blanco. acabado mate. textura lisa. la primera mano diluida con un 20% de agua y la siguiente sin diluir. (rendimiento: 0.1 l/m² cada mano), previa aplicación de una mano de imprimación a base de copolímeros acrílicos en suspensión acuosa. sobre paramento interior de yeso o escayola. horizontal. hasta 3 m de altura. El precio incluye la protección de los elementos del entorno que puedan verse afectados durante los trabajos y la resolución de puntos singulares.",,,,,,,,,
232104,23,2321,,2,Pintura plástica sobre paramento interior de mortero de cemento. Vertical hasta 3 m,,,,1.000,56.74,8,m2,,
MAT0085,,,232104,3,Imprimación. a base de copolímeros acrílicos en suspensión acuosa. para favorecer la cohesión de soportes poco consistentes y la adherencia de pinturas.,,,,0.125,,,l,4.13,
MAT0086,,,232104,3,Pintura plástica ecológica para interior. a base de copolímeros acrílicos en dispersión acuosa. dióxido de titanio y pigmentos extendedores seleccionados. color blanco. acabado mate. textura lisa. de gran resistencia al frote húmedo. permeable al vapor de agua. transpirable y resistente a los rayos UV. para aplicar con brocha. rodillo o pistola.,,,,0.200,,,l,4.75,
O01OA132,,,232104,4,Oficial 1ª pintor.,,,1.00,0.141,,,h,20.11,
O01OA133,,,232104,4,Ayudante pintor.,,,1.00,0.141,,,h,19.22,
